incident_id,date,time,crime_category,area,district,latitude,longitude,location_type,description
SYN-2025-01252,2025-05-30,09:13:46,Robbery,Downtown Central,District 1,37.789316,-122.420322,Parking Facility,Reported Robbery at Parking Facility
SYN-2025-02905,2025-05-30,18:05:41,Narcotics,South Rail Corridor,District 4,37.756192,-122.398041,Street / Sidewalk,Reported Narcotics at Street / Sidewalk
SYN-2025-00986,2025-05-30,18:29:22,Burglary,Mission Commercial,District 3,37.766731,-122.417872,Residential Apartment,Reported Burglary at Residential Apartment
SYN-2025-00909,2025-05-30,19:09:01,Theft / Larceny,Mission Commercial,District 3,37.762587,-122.415366,Street / Sidewalk,Reported Theft / Larceny at Street / Sidewalk
SYN-2025-03140,2025-05-30,20:02:19,Public Disorder,South Rail Corridor,District 4,37.748732,-122.397342,Street / Sidewalk,Reported Public Disorder at Street / Sidewalk
SYN-2025-02431,2025-05-30,20:09:10,Vandalism,Downtown Central,District 1,37.772225,-122.414447,Commercial Retail,Reported Vandalism at Commercial Retail
SYN-2025-02128,2025-05-30,21:48:49,Burglary,Waterfront Marina,District 2,37.804575,-122.436294,Commercial Retail,Reported Burglary at Commercial Retail
SYN-2025-02985,2025-05-31,00:34:02,Public Disorder,Downtown Central,District 1,37.778868,-122.416879,Street / Sidewalk,Reported Public Disorder at Street / Sidewalk
SYN-2025-01903,2025-05-31,00:46:29,Motor Vehicle Theft,South Rail Corridor,District 4,37.748479,-122.392997,Parking Facility,Reported Motor Vehicle Theft at Parking Facility
SYN-2025-03459,2025-05-31,12:55:44,Assault,Downtown Central,District 1,37.780204,-122.416031,Park / Public Space,Reported Assault at Park / Public Space
SYN-2025-00360,2025-05-31,15:33:47,Fraud,Downtown Central,District 1,37.781045,-122.427338,Alleyway,Reported Fraud at Alleyway
SYN-2025-03948,2025-05-31,16:56:58,Robbery,Downtown Central,District 1,37.780525,-122.414478,Transit Station,Reported Robbery at Transit Station
SYN-2025-00045,2025-05-31,21:28:57,Vandalism,Downtown Central,District 1,37.777579,-122.408798,Residential Apartment,Reported Vandalism at Residential Apartment
SYN-2025-00704,2025-06-01,03:23:16,Motor Vehicle Theft,Westside Arts,District 5,37.778665,-122.436415,Street / Sidewalk,Reported Motor Vehicle Theft at Street / Sidewalk
SYN-2025-04236,2025-06-01,07:08:59,Assault,Westside Arts,District 5,37.780217,-122.438372,Park / Public Space,Reported Assault at Park / Public Space
SYN-2025-00108,2025-06-01,07:44:07,Burglary,Waterfront Marina,District 2,37.805469,-122.439941,Residential Apartment,Reported Burglary at Residential Apartment
SYN-2025-00167,2025-06-01,14:15:13,Theft / Larceny,Mission Commercial,District 3,37.764308,-122.422928,Transit Station,Reported Theft / Larceny at Transit Station
SYN-2025-01093,2025-06-01,17:53:53,Vandalism,South Rail Corridor,District 4,37.738588,-122.389759,Park / Public Space,Reported Vandalism at Park / Public Space
SYN-2025-04444,2025-06-01,19:38:56,Public Disorder,Waterfront Marina,District 2,37.808304,-122.439021,Bar / Restaurant,Reported Public Disorder at Bar / Restaurant
SYN-2025-00629,2025-06-02,11:37:24,Motor Vehicle Theft,Westside Arts,District 5,37.776077,-122.434808,Parking Facility,Reported Motor Vehicle Theft at Parking Facility
SYN-2025-01339,2025-06-02,14:32:11,Burglary,Mission Commercial,District 3,37.753739,-122.420427,Commercial Retail,Reported Burglary at Commercial Retail
SYN-2025-02737,2025-06-02,18:59:58,Assault,Downtown Central,District 1,37.78164,-122.420843,Park / Public Space,Reported Assault at Park / Public Space
SYN-2025-03037,2025-06-02,22:32:25,Assault,Downtown Central,District 1,37.776513,-122.418222,Bar / Restaurant,Reported Assault at Bar / Restaurant
SYN-2025-02711,2025-06-03,00:04:26,Theft / Larceny,Mission Commercial,District 3,37.760423,-122.416958,Commercial Retail,Reported Theft / Larceny at Commercial Retail
SYN-2025-01956,2025-06-03,08:14:32,Fraud,Mission Commercial,District 3,37.764977,-122.412213,Transit Station,Reported Fraud at Transit Station
SYN-2025-03278,2025-06-03,09:46:12,Fraud,Westside Arts,District 5,37.779222,-122.439901,Transit Station,Reported Fraud at Transit Station
SYN-2025-01180,2025-06-03,11:07:29,Vandalism,Downtown Central,District 1,37.781809,-122.420506,Bar / Restaurant,Reported Vandalism at Bar / Restaurant
SYN-2025-01104,2025-06-03,14:17:36,Theft / Larceny,Mission Commercial,District 3,37.767845,-122.425778,Parking Facility,Reported Theft / Larceny at Parking Facility
SYN-2025-00999,2025-06-03,16:08:44,Fraud,Downtown Central,District 1,37.779864,-122.418574,Park / Public Space,Reported Fraud at Park / Public Space
SYN-2025-02488,2025-06-03,19:51:18,Public Disorder,Downtown Central,District 1,37.789837,-122.420996,Park / Public Space,Reported Public Disorder at Park / Public Space
SYN-2025-00132,2025-06-03,20:56:33,Assault,Downtown Central,District 1,37.776959,-122.415002,Park / Public Space,Reported Assault at Park / Public Space
SYN-2025-02704,2025-06-03,23:46:02,Theft / Larceny,Westside Arts,District 5,37.769918,-122.434871,Residential Apartment,Reported Theft / Larceny at Residential Apartment
SYN-2025-01780,2025-06-04,18:14:36,Burglary,Waterfront Marina,District 2,37.800617,-122.433738,Commercial Retail,Reported Burglary at Commercial Retail
SYN-2025-01044,2025-06-05,06:57:00,Vandalism,Mission Commercial,District 3,37.755582,-122.417205,Alleyway,Reported Vandalism at Alleyway
SYN-2025-03589,2025-06-05,13:41:10,Fraud,Downtown Central,District 1,37.773355,-122.413129,Commercial Retail,Reported Fraud at Commercial Retail
SYN-2025-01917,2025-06-05,14:17:55,Narcotics,Downtown Central,District 1,37.779732,-122.407972,Commercial Retail,Reported Narcotics at Commercial Retail
SYN-2025-00835,2025-06-05,17:36:30,Assault,Downtown Central,District 1,37.77213,-122.416315,Park / Public Space,Reported Assault at Park / Public Space
SYN-2025-02297,2025-06-06,07:41:16,Robbery,Downtown Central,District 1,37.780879,-122.418682,Alleyway,Reported Robbery at Alleyway
SYN-2025-00530,2025-06-06,08:18:03,Assault,Mission Commercial,District 3,37.780403,-122.381704,Bar / Restaurant,Reported Assault at Bar / Restaurant
SYN-2025-01347,2025-06-06,08:42:17,Theft / Larceny,Mission Commercial,District 3,37.760182,-122.414427,Parking Facility,Reported Theft / Larceny at Parking Facility
SYN-2025-04285,2025-06-06,10:03:03,Assault,Downtown Central,District 1,37.777041,-122.413938,Street / Sidewalk,Reported Assault at Street / Sidewalk
SYN-2025-00841,2025-06-06,10:06:42,Vandalism,Waterfront Marina,District 2,37.803894,-122.439408,Residential Apartment,Reported Vandalism at Residential Apartment
SYN-2025-01969,2025-06-06,11:39:18,Vandalism,Mission Commercial,District 3,37.757568,-122.421906,Parking Facility,Reported Vandalism at Parking Facility
SYN-2025-03928,2025-06-06,12:00:28,Assault,Downtown Central,District 1,37.792412,-122.383036,Bar / Restaurant,Reported Assault at Bar / Restaurant
SYN-2025-02862,2025-06-06,12:25:24,Vandalism,Downtown Central,District 1,37.813708,-122.44678,Transit Station,Reported Vandalism at Transit Station
SYN-2025-03100,2025-06-06,16:41:16,Assault,Downtown Central,District 1,37.776427,-122.412484,Bar / Restaurant,Reported Assault at Bar / Restaurant
SYN-2025-03982,2025-06-06,19:06:36,Burglary,Waterfront Marina,District 2,37.783679,-122.424617,Residential Apartment,Reported Burglary at Residential Apartment
SYN-2025-01628,2025-06-07,04:00:09,Theft / Larceny,Mission Commercial,District 3,37.764814,-122.42114,Parking Facility,Reported Theft / Larceny at Parking Facility
SYN-2025-02883,2025-06-07,05:20:59,Assault,Mission Commercial,District 3,37.75133,-122.416929,Park / Public Space,Reported Assault at Park / Public Space
SYN-2025-00949,2025-06-07,14:38:52,Fraud,Waterfront Marina,District 2,37.808018,-122.431718,Park / Public Space,Reported Fraud at Park / Public Space
SYN-2025-00703,2025-06-07,16:48:40,Theft / Larceny,Downtown Central,District 1,37.780169,-122.42464,Transit Station,Reported Theft / Larceny at Transit Station
SYN-2025-04129,2025-06-07,17:00:30,Robbery,Downtown Central,District 1,37.782937,-122.415118,Transit Station,Reported Robbery at Transit Station
SYN-2025-03320,2025-06-07,19:26:29,Vandalism,South Rail Corridor,District 4,37.756726,-122.394477,Transit Station,Reported Vandalism at Transit Station
SYN-2025-04190,2025-06-07,19:50:32,Vandalism,Downtown Central,District 1,37.779764,-122.425251,Commercial Retail,Reported Vandalism at Commercial Retail
SYN-2025-02747,2025-06-08,08:48:12,Vandalism,Mission Commercial,District 3,37.755177,-122.423792,Bar / Restaurant,Reported Vandalism at Bar / Restaurant
SYN-2025-00384,2025-06-08,09:39:53,Theft / Larceny,Downtown Central,District 1,37.793062,-122.423363,Street / Sidewalk,Reported Theft / Larceny at Street / Sidewalk
SYN-2025-01426,2025-06-08,13:10:12,Fraud,Westside Arts,District 5,37.774771,-122.441824,Commercial Retail,Reported Fraud at Commercial Retail
SYN-2025-01665,2025-06-08,17:55:34,Vandalism,Westside Arts,District 5,37.768863,-122.436079,Bar / Restaurant,Reported Vandalism at Bar / Restaurant
SYN-2025-02289,2025-06-08,19:56:00,Vandalism,Downtown Central,District 1,37.782564,-122.415615,Bar / Restaurant,Reported Vandalism at Bar / Restaurant
SYN-2025-01530,2025-06-09,09:00:53,Theft / Larceny,Downtown Central,District 1,37.771374,-122.421772,Alleyway,Reported Theft / Larceny at Alleyway
SYN-2025-03377,2025-06-09,15:35:24,Motor Vehicle Theft,Westside Arts,District 5,37.773364,-122.436462,Parking Facility,Reported Motor Vehicle Theft at Parking Facility
SYN-2025-02174,2025-06-09,16:58:08,Robbery,Downtown Central,District 1,37.789154,-122.382198,Alleyway,Reported Robbery at Alleyway
SYN-2025-04188,2025-06-09,18:32:57,Robbery,Westside Arts,District 5,37.778259,-122.435368,Residential Apartment,Reported Robbery at Residential Apartment
SYN-2025-03085,2025-06-10,00:07:55,Public Disorder,Mission Commercial,District 3,37.757937,-122.4224,Park / Public Space,Reported Public Disorder at Park / Public Space
SYN-2025-01847,2025-06-10,07:35:01,Robbery,Downtown Central,District 1,37.778377,-122.424912,Bar / Restaurant,Reported Robbery at Bar / Restaurant
SYN-2025-00370,2025-06-10,08:02:27,Assault,Downtown Central,District 1,37.778864,-122.412702,Bar / Restaurant,Reported Assault at Bar / Restaurant
SYN-2025-01662,2025-06-11,04:55:25,Assault,Mission Commercial,District 3,37.762023,-122.422077,Park / Public Space,Reported Assault at Park / Public Space
SYN-2025-04461,2025-06-11,16:09:20,Vandalism,Waterfront Marina,District 2,37.803527,-122.442831,Park / Public Space,Reported Vandalism at Park / Public Space
SYN-2025-04087,2025-06-11,17:18:12,Assault,Westside Arts,District 5,37.780298,-122.43999,Street / Sidewalk,Reported Assault at Street / Sidewalk
SYN-2025-02262,2025-06-11,18:05:01,Vandalism,Downtown Central,District 1,37.775059,-122.413278,Residential Apartment,Reported Vandalism at Residential Apartment
SYN-2025-03176,2025-06-11,18:30:23,Assault,Downtown Central,District 1,37.778411,-122.418475,Street / Sidewalk,Reported Assault at Street / Sidewalk
SYN-2025-00582,2025-06-11,18:56:03,Assault,Downtown Central,District 1,37.762979,-122.408146,Park / Public Space,Reported Assault at Park / Public Space
SYN-2025-00555,2025-06-11,19:30:27,Assault,Mission Commercial,District 3,37.76993,-122.418794,Bar / Restaurant,Reported Assault at Bar / Restaurant
SYN-2025-02990,2025-06-11,19:49:55,Robbery,Downtown Central,District 1,37.776744,-122.417266,Alleyway,Reported Robbery at Alleyway
SYN-2025-03362,2025-06-11,19:53:31,Burglary,Mission Commercial,District 3,37.751915,-122.422579,Commercial Retail,Reported Burglary at Commercial Retail
SYN-2025-03019,2025-06-11,21:01:21,Public Disorder,Westside Arts,District 5,37.77621,-122.433347,Bar / Restaurant,Reported Public Disorder at Bar / Restaurant
SYN-2025-00990,2025-06-12,08:47:31,Robbery,Downtown Central,District 1,37.77361,-122.403605,Parking Facility,Reported Robbery at Parking Facility
SYN-2025-02466,2025-06-12,15:21:44,Narcotics,Mission Commercial,District 3,37.764373,-122.42151,Residential Apartment,Reported Narcotics at Residential Apartment
SYN-2025-02696,2025-06-12,18:49:01,Burglary,South Rail Corridor,District 4,37.755486,-122.394004,Commercial Retail,Reported Burglary at Commercial Retail
SYN-2025-02546,2025-06-12,19:02:18,Motor Vehicle Theft,Mission Commercial,District 3,37.756714,-122.417153,Street / Sidewalk,Reported Motor Vehicle Theft at Street / Sidewalk
SYN-2025-01179,2025-06-12,19:07:31,Motor Vehicle Theft,Westside Arts,District 5,37.775387,-122.433478,Parking Facility,Reported Motor Vehicle Theft at Parking Facility
SYN-2025-04480,2025-06-12,19:15:06,Narcotics,Downtown Central,District 1,37.777816,-122.415784,Bar / Restaurant,Reported Narcotics at Bar / Restaurant
SYN-2025-00698,2025-06-12,19:23:01,Motor Vehicle Theft,Mission Commercial,District 3,37.755512,-122.408593,Street / Sidewalk,Reported Motor Vehicle Theft at Street / Sidewalk
SYN-2025-00653,2025-06-12,19:41:48,Robbery,Downtown Central,District 1,37.776687,-122.412036,Bar / Restaurant,Reported Robbery at Bar / Restaurant
SYN-2025-02684,2025-06-13,05:05:54,Narcotics,Downtown Central,District 1,37.774378,-122.410579,Park / Public Space,Reported Narcotics at Park / Public Space
SYN-2025-00016,2025-06-13,11:04:21,Robbery,Downtown Central,District 1,0.0,0.0,Residential Apartment,Reported Robbery at Residential Apartment
SYN-2025-02556,2025-06-13,13:40:33,Motor Vehicle Theft,Westside Arts,District 5,37.772435,-122.439089,Parking Facility,Reported Motor Vehicle Theft at Parking Facility
SYN-2025-00312,2025-06-13,18:39:09,Public Disorder,Downtown Central,District 1,37.779895,-122.419327,Bar / Restaurant,Reported Public Disorder at Bar / Restaurant
SYN-2025-01691,2025-06-13,18:45:28,Public Disorder,Downtown Central,District 1,37.788977,-122.421395,Bar / Restaurant,Reported Public Disorder at Bar / Restaurant
SYN-2025-03093,2025-06-13,21:19:33,Theft / Larceny,Waterfront Marina,District 2,37.812512,-122.433147,Residential Apartment,Reported Theft / Larceny at Residential Apartment
SYN-2025-02007,2025-06-13,21:33:25,Assault,Mission Commercial,District 3,37.757987,-122.416871,Park / Public Space,Reported Assault at Park / Public Space
SYN-2025-00159,2025-06-14,09:10:10,Assault,Downtown Central,District 1,37.775104,-122.417465,Street / Sidewalk,Reported Assault at Street / Sidewalk
SYN-2025-00264,2025-06-14,09:25:18,Vandalism,Westside Arts,District 5,37.778217,-122.432244,Residential Apartment,Reported Vandalism at Residential Apartment
SYN-2025-03372,2025-06-14,09:43:47,Assault,Mission Commercial,District 3,37.756831,-122.420724,Park / Public Space,Reported Assault at Park / Public Space
SYN-2025-00412,2025-06-14,11:02:50,Assault,Mission Commercial,District 3,37.758265,-122.422355,Bar / Restaurant,Reported Assault at Bar / Restaurant
SYN-2025-03531,2025-06-14,16:54:20,Vandalism,Downtown Central,District 1,37.780854,-122.421185,Street / Sidewalk,Reported Vandalism at Street / Sidewalk
SYN-2025-02845,2025-06-14,18:04:34,Robbery,Downtown Central,District 1,37.779798,-122.418739,Park / Public Space,Reported Robbery at Park / Public Space
SYN-2025-02590,2025-06-14,18:31:18,Theft / Larceny,Mission Commercial,District 3,37.784763,-122.428936,Alleyway,Reported Theft / Larceny at Alleyway
SYN-2025-03625,2025-06-14,18:42:27,Theft / Larceny,Waterfront Marina,District 2,37.805061,-122.454285,Parking Facility,Reported Theft / Larceny at Parking Facility
SYN-2025-00259,2025-06-15,00:44:21,Narcotics,Waterfront Marina,District 2,37.798858,-122.436557,Bar / Restaurant,Reported Narcotics at Bar / Restaurant
SYN-2025-00148,2025-06-15,06:27:05,Narcotics,Mission Commercial,District 3,37.759293,-122.417527,Parking Facility,Reported Narcotics at Parking Facility
SYN-2025-04174,2025-06-15,13:46:28,Public Disorder,Westside Arts,District 5,37.811183,-122.396358,Street / Sidewalk,Reported Public Disorder at Street / Sidewalk
SYN-2025-02663,2025-06-15,15:38:55,Burglary,Mission Commercial,District 3,37.760132,-122.42681,Commercial Retail,Reported Burglary at Commercial Retail
SYN-2025-01209,2025-06-15,18:02:38,Theft / Larceny,Downtown Central,District 1,37.785034,-122.411511,Commercial Retail,Reported Theft / Larceny at Commercial Retail
SYN-2025-04062,2025-06-15,19:33:04,Vandalism,Downtown Central,District 1,37.784544,-122.406217,Transit Station,Reported Vandalism at Transit Station
SYN-2025-04420,2025-06-15,20:22:49,Theft / Larceny,Westside Arts,District 5,37.778228,-122.431499,Transit Station,Reported Theft / Larceny at Transit Station
SYN-2025-02792,2025-06-15,21:09:32,Fraud,Mission Commercial,District 3,37.765445,-122.414781,Bar / Restaurant,Reported Fraud at Bar / Restaurant
SYN-2025-01569,2025-06-16,11:16:31,Assault,Downtown Central,District 1,37.770978,-122.418662,Street / Sidewalk,Reported Assault at Street / Sidewalk
SYN-2025-01565,2025-06-16,13:37:39,Narcotics,South Rail Corridor,District 4,37.744185,-122.404242,Alleyway,Reported Narcotics at Alleyway
SYN-2025-01896,2025-06-16,15:07:53,Motor Vehicle Theft,Mission Commercial,District 3,37.754395,-122.422258,Street / Sidewalk,Reported Motor Vehicle Theft at Street / Sidewalk
SYN-2025-02043,2025-06-16,15:50:22,Fraud,Westside Arts,District 5,37.773342,-122.431514,Parking Facility,Reported Fraud at Parking Facility
SYN-2025-01680,2025-06-16,16:30:33,Burglary,South Rail Corridor,District 4,37.750254,-122.391384,Commercial Retail,Reported Burglary at Commercial Retail
SYN-2025-02338,2025-06-16,17:29:01,Theft / Larceny,Downtown Central,District 1,37.772064,-122.41488,Parking Facility,Reported Theft / Larceny at Parking Facility
SYN-2025-04452,2025-06-16,19:21:57,Burglary,South Rail Corridor,District 4,37.76465,-122.443183,Commercial Retail,Reported Burglary at Commercial Retail
SYN-2025-00817,2025-06-16,19:45:32,Vandalism,Downtown Central,District 1,37.776185,-122.422361,Commercial Retail,Reported Vandalism at Commercial Retail
SYN-2025-00740,2025-06-16,22:49:38,Vandalism,Westside Arts,District 5,37.776094,-122.434348,Alleyway,Reported Vandalism at Alleyway
SYN-2025-03406,2025-06-17,04:07:06,Fraud,South Rail Corridor,District 4,37.746078,-122.387078,Transit Station,Reported Fraud at Transit Station
SYN-2025-02989,2025-06-17,10:23:08,Public Disorder,Waterfront Marina,District 2,37.810082,-122.436936,Park / Public Space,Reported Public Disorder at Park / Public Space
SYN-2025-03202,2025-06-17,13:19:34,Robbery,Downtown Central,District 1,37.779755,-122.419359,Alleyway,Reported Robbery at Alleyway
SYN-2025-03184,2025-06-17,16:20:01,Motor Vehicle Theft,Mission Commercial,District 3,37.75218,-122.423249,Street / Sidewalk,Reported Motor Vehicle Theft at Street / Sidewalk
SYN-2025-02553,2025-06-17,17:48:20,Fraud,Westside Arts,District 5,37.769895,-122.4382,Transit Station,Reported Fraud at Transit Station
SYN-2025-04404,2025-06-17,17:48:57,Theft / Larceny,Westside Arts,District 5,37.802249,-122.435319,Park / Public Space,Reported Theft / Larceny at Park / Public Space
SYN-2025-04244,2025-06-17,18:53:35,Vandalism,South Rail Corridor,District 4,37.758998,-122.391559,Bar / Restaurant,Reported Vandalism at Bar / Restaurant
SYN-2025-01591,2025-06-17,19:18:11,Assault,Downtown Central,District 1,37.777136,-122.418873,Park / Public Space,Reported Assault at Park / Public Space
SYN-2025-00433,2025-06-17,22:26:10,Theft / Larceny,Downtown Central,District 1,37.78594,-122.419726,Residential Apartment,Reported Theft / Larceny at Residential Apartment
SYN-2025-03129,2025-06-17,22:31:32,Fraud,Downtown Central,District 1,37.772538,-122.411306,Park / Public Space,Reported Fraud at Park / Public Space
SYN-2025-03047,2025-06-17,23:51:27,Motor Vehicle Theft,Mission Commercial,District 3,37.763903,-122.418279,Parking Facility,Reported Motor Vehicle Theft at Parking Facility
SYN-2025-03341,2025-06-18,09:08:24,Public Disorder,Downtown Central,District 1,37.778417,-122.413535,Park / Public Space,Reported Public Disorder at Park / Public Space
SYN-2025-01894,2025-06-18,11:41:18,Assault,Mission Commercial,District 3,37.758037,-122.412625,Park / Public Space,Reported Assault at Park / Public Space
SYN-2025-02670,2025-06-18,11:58:39,Vandalism,Waterfront Marina,District 2,37.805497,-122.437329,Park / Public Space,Reported Vandalism at Park / Public Space
SYN-2025-00515,2025-06-18,12:02:43,Robbery,Waterfront Marina,District 2,37.807113,-122.435475,Park / Public Space,Reported Robbery at Park / Public Space
SYN-2025-01425,2025-06-18,16:30:59,Motor Vehicle Theft,Westside Arts,District 5,37.776015,-122.438695,Parking Facility,Reported Motor Vehicle Theft at Parking Facility
SYN-2025-03790,2025-06-18,17:29:10,Public Disorder,Downtown Central,District 1,37.77025,-122.408854,Street / Sidewalk,Reported Public Disorder at Street / Sidewalk
SYN-2025-03292,2025-06-18,19:17:22,Robbery,Downtown Central,District 1,37.779358,-122.419523,Park / Public Space,Reported Robbery at Park / Public Space
SYN-2025-02492,2025-06-19,01:37:51,Vandalism,Mission Commercial,District 3,37.759492,-122.415764,Alleyway,Reported Vandalism at Alleyway
SYN-2025-04041,2025-06-19,08:20:41,Burglary,Waterfront Marina,District 2,37.800012,-122.440739,Commercial Retail,Reported Burglary at Commercial Retail
SYN-2025-00611,2025-06-19,12:45:19,Vandalism,Downtown Central,District 1,37.776486,-122.423882,Residential Apartment,Reported Vandalism at Residential Apartment
SYN-2025-03147,2025-06-19,13:55:44,Vandalism,Mission Commercial,District 3,37.761482,-122.424014,Residential Apartment,Reported Vandalism at Residential Apartment
SYN-2025-01920,2025-06-19,15:13:35,Theft / Larceny,Mission Commercial,District 3,37.760503,-122.416123,Park / Public Space,Reported Theft / Larceny at Park / Public Space
SYN-2025-01439,2025-06-19,16:46:49,Burglary,Waterfront Marina,District 2,37.748991,-122.406649,Residential Apartment,Reported Burglary at Residential Apartment
SYN-2025-04242,2025-06-19,17:40:11,Vandalism,Mission Commercial,District 3,37.755041,-122.420969,Bar / Restaurant,Reported Vandalism at Bar / Restaurant
SYN-2025-01992,2025-06-19,21:10:18,Assault,Waterfront Marina,District 2,37.798971,-122.437741,Park / Public Space,Reported Assault at Park / Public Space
SYN-2025-02057,2025-06-19,22:57:58,Motor Vehicle Theft,Westside Arts,District 5,37.773202,-122.436384,Street / Sidewalk,Reported Motor Vehicle Theft at Street / Sidewalk
SYN-2025-02490,2025-06-19,23:38:17,Fraud,Waterfront Marina,District 2,37.793455,-122.432775,Street / Sidewalk,Reported Fraud at Street / Sidewalk
SYN-2025-01369,2025-06-20,00:32:39,Burglary,Mission Commercial,District 3,37.758437,-122.424192,Residential Apartment,Reported Burglary at Residential Apartment
SYN-2025-01120,2025-06-20,02:20:23,Robbery,Downtown Central,District 1,37.780929,-122.41724,Commercial Retail,Reported Robbery at Commercial Retail
SYN-2025-00855,2025-06-20,09:23:53,Assault,Downtown Central,District 1,37.775636,-122.413804,Bar / Restaurant,Reported Assault at Bar / Restaurant
SYN-2025-01301,2025-06-20,11:50:24,Vandalism,Mission Commercial,District 3,37.760951,-122.415786,Street / Sidewalk,Reported Vandalism at Street / Sidewalk
SYN-2025-00514,2025-06-20,12:20:09,Theft / Larceny,Waterfront Marina,District 2,37.806243,-122.436008,Parking Facility,Reported Theft / Larceny at Parking Facility
SYN-2025-03485,2025-06-20,12:51:24,Motor Vehicle Theft,Downtown Central,District 1,37.775202,-122.414696,Street / Sidewalk,Reported Motor Vehicle Theft at Street / Sidewalk
SYN-2025-00469,2025-06-20,16:09:20,Motor Vehicle Theft,Mission Commercial,District 3,37.770645,-122.419176,Street / Sidewalk,Reported Motor Vehicle Theft at Street / Sidewalk
SYN-2025-01547,2025-06-20,17:12:08,Vandalism,Mission Commercial,District 3,37.760209,-122.409157,Transit Station,Reported Vandalism at Transit Station
SYN-2025-04261,2025-06-20,17:50:46,Burglary,Westside Arts,District 5,37.775512,-122.435005,Residential Apartment,Reported Burglary at Residential Apartment
SYN-2025-01149,2025-06-20,18:23:42,Fraud,Downtown Central,District 1,37.788026,-122.419218,Commercial Retail,Reported Fraud at Commercial Retail
SYN-2025-00455,2025-06-20,19:09:39,Assault,Downtown Central,District 1,37.787327,-122.413292,Bar / Restaurant,Reported Assault at Bar / Restaurant
SYN-2025-03115,2025-06-20,22:33:32,Theft / Larceny,Mission Commercial,District 3,37.763462,-122.399002,Commercial Retail,Reported Theft / Larceny at Commercial Retail
SYN-2025-01105,2025-06-20,23:48:08,Assault,Downtown Central,District 1,37.779857,-122.425589,Bar / Restaurant,Reported Assault at Bar / Restaurant
SYN-2025-01186,2025-06-21,07:22:57,Vandalism,Downtown Central,District 1,37.765421,-122.41491,Commercial Retail,Reported Vandalism at Commercial Retail
SYN-2025-03567,2025-06-21,10:01:33,Vandalism,Mission Commercial,District 3,37.757449,-122.417414,Commercial Retail,Reported Vandalism at Commercial Retail
SYN-2025-03965,2025-06-21,13:09:22,Theft / Larceny,Westside Arts,District 5,37.771744,-122.432999,Bar / Restaurant,Reported Theft / Larceny at Bar / Restaurant
SYN-2025-04155,2025-06-21,19:19:38,Theft / Larceny,Westside Arts,District 5,37.768991,-122.436817,Bar / Restaurant,Reported Theft / Larceny at Bar / Restaurant
SYN-2025-01492,2025-06-21,21:00:58,Narcotics,Downtown Central,District 1,37.776481,-122.412715,Street / Sidewalk,Reported Narcotics at Street / Sidewalk
SYN-2025-00084,2025-06-22,00:09:26,Narcotics,Waterfront Marina,District 2,37.805926,-122.437769,Commercial Retail,Reported Narcotics at Commercial Retail
SYN-2025-04405,2025-06-22,02:12:38,Burglary,Mission Commercial,District 3,37.75609,-122.417094,Residential Apartment,Reported Burglary at Residential Apartment
SYN-2025-01479,2025-06-22,04:17:51,Theft / Larceny,Downtown Central,District 1,37.769073,-122.418802,Bar / Restaurant,Reported Theft / Larceny at Bar / Restaurant
SYN-2025-03095,2025-06-22,09:53:45,Burglary,Downtown Central,District 1,37.786495,-122.411188,Residential Apartment,Reported Burglary at Residential Apartment
SYN-2025-01942,2025-06-22,14:01:32,Fraud,Westside Arts,District 5,37.775715,-122.434412,Commercial Retail,Reported Fraud at Commercial Retail
SYN-2025-03226,2025-06-22,17:36:48,Fraud,Downtown Central,District 1,37.778513,-122.426364,Transit Station,Reported Fraud at Transit Station
SYN-2025-02457,2025-06-22,19:46:33,Fraud,Westside Arts,District 5,37.770375,-122.433458,Transit Station,Reported Fraud at Transit Station
SYN-2025-02011,2025-06-23,11:54:11,Public Disorder,Mission Commercial,District 3,37.757387,-122.418249,Park / Public Space,Reported Public Disorder at Park / Public Space
SYN-2025-01239,2025-06-23,18:33:25,Burglary,Westside Arts,District 5,37.772735,-122.434231,Commercial Retail,Reported Burglary at Commercial Retail
SYN-2025-04294,2025-06-23,19:24:19,Vandalism,South Rail Corridor,District 4,37.752694,-122.382831,Street / Sidewalk,Reported Vandalism at Street / Sidewalk
SYN-2025-02712,2025-06-23,19:31:40,Theft / Larceny,Westside Arts,District 5,37.772232,-122.433393,Bar / Restaurant,Reported Theft / Larceny at Bar / Restaurant
SYN-2025-03442,2025-06-23,19:54:17,Assault,Downtown Central,District 1,37.780532,-122.423623,Park / Public Space,Reported Assault at Park / Public Space
SYN-2025-02088,2025-06-23,22:42:54,Public Disorder,Downtown Central,District 1,37.790536,-122.419507,Park / Public Space,Reported Public Disorder at Park / Public Space
SYN-2025-00701,2025-06-24,09:25:28,Robbery,Westside Arts,District 5,37.779779,-122.439073,Alleyway,Reported Robbery at Alleyway
SYN-2025-00217,2025-06-24,10:57:55,Fraud,Westside Arts,District 5,37.736691,-122.385953,Transit Station,Reported Fraud at Transit Station
SYN-2025-01945,2025-06-24,11:11:09,Burglary,Westside Arts,District 5,37.776816,-122.429492,Residential Apartment,Reported Burglary at Residential Apartment
SYN-2025-00542,2025-06-24,12:05:09,Vandalism,Mission Commercial,District 3,37.756642,-122.416955,Alleyway,Reported Vandalism at Alleyway
